lead_id,created_at,purpose,project_id,project_name,unit_id,unit_type,bedrooms_min,area_sqft,budget_min,budget_max,currency,location,timeline,name,phone,email,contact_status,lead_score,lead_grade,lead_summary,sales_handoff_message,source_url,source_document,unknown_fields
L-0001,2026-06-25T08:00:00.000Z,buy,ccb8dd4b_0ad1_e811_a2b8_00155d119707,Ajman Corniche Residences,ccb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,unknown,unknown,236000,236000,AED,Ajman / Ajman Corniche,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Ajman Corniche Residences; Unit: Commercial; Budget: 236000-236000 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0001: buy inquiry for Ajman Corniche Residences. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Corniche%20Residences&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Corniche%20Residences&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0131,2026-06-09T02:00:00.000Z,invest,8aed16b5_4982_ec11_a2bf_00155d119927,Al Karama,8aed16b5_4982_ec11_a2bf_00155d119927_inventory,Commercial,0,unknown,15000,15000,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: invest; Project: Al Karama; Unit: Commercial; Budget: 15000-15000 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0131: invest inquiry for Al Karama. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0132,2026-06-08T23:00:00.000Z,commercial,44b8dd4b_0ad1_e811_a2b8_00155d119707,Al Khor Villas & Shops,44b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Villa,unknown,unknown,48000,48000,AED,Ajman,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: commercial; Project: Al Khor Villas & Shops; Unit: Villa; Budget: 48000-48000 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0132: commercial inquiry for Al Khor Villas & Shops. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Khor%20Villas%20%26%20Shops&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Khor%20Villas%20%26%20Shops&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0133,2026-06-08T20:00:00.000Z,buy,9cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Madina Tower,9cb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,27000,27000,AED,Ajman,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Al Madina Tower; Unit: Commercial; Budget: 27000-27000 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0133: buy inquiry for Al Madina Tower. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Madina%20Tower&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Madina%20Tower&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0134,2026-06-08T17:00:00.000Z,rent,7cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Manama Buildings,7cb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,0,unknown,10000,10000,AED,Ajman,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: rent; Project: Al Manama Buildings; Unit: Commercial; Budget: 10000-10000 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0134: rent inquiry for Al Manama Buildings. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20Buildings&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20Buildings&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0135,2026-06-08T14:00:00.000Z,invest,48b8dd4b_0ad1_e811_a2b8_00155d119707,Al Manama Old Clinic,48b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Healthcare,1,unknown,14400,14400,AED,Ajman,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Al Manama Old Clinic; Unit: Healthcare; Budget: 14400-14400 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0135: invest inquiry for Al Manama Old Clinic. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20Old%20Clinic&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20Old%20Clinic&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0136,2026-06-08T11:00:00.000Z,commercial,0ab8dd4b_0ad1_e811_a2b8_00155d119707,Al Manara,0ab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,0,unknown,16800,16800,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: commercial; Project: Al Manara; Unit: Commercial; Budget: 16800-16800 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0136: commercial inquiry for Al Manara. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manara&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manara&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0137,2026-06-08T08:00:00.000Z,buy,12b8dd4b_0ad1_e811_a2b8_00155d119707,Al Monaliza,12b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,13200,13200,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: buy; Project: Al Monaliza; Unit: Commercial; Budget: 13200-13200 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0137: buy inquiry for Al Monaliza. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Monaliza&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Monaliza&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0138,2026-06-08T05:00:00.000Z,rent,b2b8dd4b_0ad1_e811_a2b8_00155d119707,Al Musalla Building (Kempinski),b2b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,26400,26400,AED,Ajman,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Al Musalla Building (Kempinski); Unit: Commercial; Budget: 26400-26400 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0138: rent inquiry for Al Musalla Building (Kempinski). Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Musalla%20%20Building%20(Kempinski)&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Musalla%20%20Building%20(Kempinski)&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0139,2026-06-08T02:00:00.000Z,invest,00b8dd4b_0ad1_e811_a2b8_00155d119707,Al Muthaf,00b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,0,unknown,18000,18000,AED,Ajman,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Al Muthaf; Unit: Commercial; Budget: 18000-18000 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0139: invest inquiry for Al Muthaf. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Muthaf&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Muthaf&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0140,2026-06-07T23:00:00.000Z,commercial,fcb7dd4b_0ad1_e811_a2b8_00155d119707,Al Nakheel 1,fcb7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,20400,20400,AED,Ajman / Nakheel 1,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: commercial; Project: Al Nakheel 1; Unit: Commercial; Budget: 20400-20400 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0140: commercial inquiry for Al Nakheel 1. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nakheel%201&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nakheel%201&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0141,2026-06-07T20:00:00.000Z,buy,29eb4220_c77d_ec11_a2ca_00155d119619,Al Nakheel 2,29eb4220_c77d_ec11_a2ca_00155d119619_inventory,Commercial,0,unknown,13431,13431,AED,Ajman / Nakheel 2,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Al Nakheel 2; Unit: Commercial; Budget: 13431-13431 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0141: buy inquiry for Al Nakheel 2. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nakheel%202&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nakheel%202&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0142,2026-06-07T17:00:00.000Z,rent,06b8dd4b_0ad1_e811_a2b8_00155d119707,Al Nasr,06b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,19200,19200,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Al Nasr; Unit: Commercial; Budget: 19200-19200 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0142: rent inquiry for Al Nasr. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nasr&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nasr&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0143,2026-06-07T14:00:00.000Z,invest,28b8dd4b_0ad1_e811_a2b8_00155d119707,Al Nuaimia Complex,28b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,15000,15000,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: invest; Project: Al Nuaimia Complex; Unit: Commercial; Budget: 15000-15000 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0143: invest inquiry for Al Nuaimia Complex. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nuaimia%20Complex&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nuaimia%20Complex&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0144,2026-06-07T11:00:00.000Z,commercial,9eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Ofoq Tower,9eb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,32400,32400,AED,Ajman,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: commercial; Project: Al Ofoq Tower; Unit: Commercial; Budget: 32400-32400 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0144: commercial inquiry for Al Ofoq Tower. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Ofoq%20Tower&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Ofoq%20Tower&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0145,2026-06-07T08:00:00.000Z,buy,f0d34484_309f_ee11_a2bf_00155d119841,Al Rumaila 1,f0d34484_309f_ee11_a2bf_00155d119841_inventory,Commercial,1,unknown,15600,15600,AED,Ajman / Rumaila 1,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Al Rumaila 1; Unit: Commercial; Budget: 15600-15600 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0145: buy inquiry for Al Rumaila 1. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumaila%201&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumaila%201&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0146,2026-06-07T05:00:00.000Z,rent,18b8dd4b_0ad1_e811_a2b8_00155d119707,Al Rumailah,18b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,21600,21600,AED,Ajman / Rumaila 1,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: rent; Project: Al Rumailah; Unit: Commercial; Budget: 21600-21600 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0146: rent inquiry for Al Rumailah. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumailah&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumailah&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0147,2026-06-07T02:00:00.000Z,invest,86b8dd4b_0ad1_e811_a2b8_00155d119707,Al Rumailah New Villas,86b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Villa,unknown,unknown,102000,102000,AED,Ajman / Rumaila 1,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Al Rumailah New Villas; Unit: Villa; Budget: 102000-102000 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0147: invest inquiry for Al Rumailah New Villas. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumailah%20New%20Villas&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumailah%20New%20Villas&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0148,2026-06-06T23:00:00.000Z,commercial,11f6f9c7_d27d_ec11_a2ca_00155d119619,Al Sediq,11f6f9c7_d27d_ec11_a2ca_00155d119619_inventory,Commercial,1,unknown,19200,19200,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: commercial; Project: Al Sediq; Unit: Commercial; Budget: 19200-19200 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0148: commercial inquiry for Al Sediq. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sediq&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sediq&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0149,2026-06-06T20:00:00.000Z,buy,32b8dd4b_0ad1_e811_a2b8_00155d119707,Al Shahba,32b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Leasing,1,unknown,27000,27000,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: buy; Project: Al Shahba; Unit: Leasing; Budget: 27000-27000 AED; Timeline: 6-12 months; Unknowns: name|phone|email.,Aqaar lead L-0149: buy inquiry for Al Shahba. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Shahba&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Shahba&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email
L-0150,2026-06-06T17:00:00.000Z,rent,90b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikh Humaid Building (Abu-Dhabi),90b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,37800,37800,AED,Abu Dhabi,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Al Sheikh Humaid Building (Abu-Dhabi); Unit: Commercial; Budget: 37800-37800 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0150: rent inquiry for Al Sheikh Humaid Building (Abu-Dhabi). Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sheikh%20Humaid%20Building%20(Abu-Dhabi)&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sheikh%20Humaid%20Building%20(Abu-Dhabi)&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0151,2026-06-06T14:00:00.000Z,invest,b4b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikha Fatima Building (Abu-Dhabi),b4b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,36750,36750,AED,Abu Dhabi,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Al Sheikha Fatima Building (Abu-Dhabi); Unit: Commercial; Budget: 36750-36750 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0151: invest inquiry for Al Sheikha Fatima Building (Abu-Dhabi). Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sheikha%20Fatima%20Building%20(Abu-Dhabi)&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sheikha%20Fatima%20Building%20(Abu-Dhabi)&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0152,2026-06-06T11:00:00.000Z,commercial,44f00817_9e49_eb11_a2c6_00155d119619,Al Shorouq,44f00817_9e49_eb11_a2c6_00155d119619_inventory,Commercial,0,unknown,14400,14400,AED,Ajman,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: commercial; Project: Al Shorouq; Unit: Commercial; Budget: 14400-14400 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0152: commercial inquiry for Al Shorouq. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Shorouq&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Shorouq&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0153,2026-06-06T08:00:00.000Z,buy,0eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Suwan,0eb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,28800,28800,AED,Ajman,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Al Suwan; Unit: Commercial; Budget: 28800-28800 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0153: buy inquiry for Al Suwan. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Suwan&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Suwan&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0154,2026-06-06T05:00:00.000Z,rent,10b8dd4b_0ad1_e811_a2b8_00155d119707,Al Tameer,10b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,40800,40800,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Al Tameer; Unit: Commercial; Budget: 40800-40800 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0154: rent inquiry for Al Tameer. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Tameer&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Tameer&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0155,2026-06-06T02:00:00.000Z,invest,a8b8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 1,a8b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,20000,20000,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: invest; Project: Al Thuraya 1; Unit: Commercial; Budget: 20000-20000 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0155: invest inquiry for Al Thuraya 1. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%201&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%201&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0156,2026-06-05T23:00:00.000Z,commercial,aab8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 2,aab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,20000,20000,AED,Ajman,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: commercial; Project: Al Thuraya 2; Unit: Commercial; Budget: 20000-20000 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0156: commercial inquiry for Al Thuraya 2. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%202&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%202&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0157,2026-06-05T20:00:00.000Z,buy,acb8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 3,acb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,33600,33600,AED,Ajman,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Al Thuraya 3; Unit: Commercial; Budget: 33600-33600 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0157: buy inquiry for Al Thuraya 3. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%203&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%203&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0158,2026-06-05T17:00:00.000Z,rent,42b8dd4b_0ad1_e811_a2b8_00155d119707,Al Yasmeen Complex,42b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Leasing,0,unknown,14000,14000,AED,Ajman,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: rent; Project: Al Yasmeen Complex; Unit: Leasing; Budget: 14000-14000 AED; Timeline: 0-30 days; Unknowns: name|phone|email.,Aqaar lead L-0158: rent inquiry for Al Yasmeen Complex. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Yasmeen%20%20Complex&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Yasmeen%20%20Complex&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email
L-0159,2026-06-05T14:00:00.000Z,invest,beabdf96_e122_e911_a2b8_00155d119707,Al Zahir,beabdf96_e122_e911_a2b8_00155d119707_inventory,Commercial,1,unknown,14400,14400,AED,Ajman,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Al Zahir; Unit: Commercial; Budget: 14400-14400 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0159: invest inquiry for Al Zahir. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Zahir&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Zahir&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0160,2026-06-05T11:00:00.000Z,commercial,02b8dd4b_0ad1_e811_a2b8_00155d119707,Al Zahra Complex,02b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,0,unknown,24000,24000,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: commercial; Project: Al Zahra Complex; Unit: Commercial; Budget: 24000-24000 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0160: commercial inquiry for Al Zahra Complex. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Zahra%20Complex&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Zahra%20Complex&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0161,2026-06-05T08:00:00.000Z,buy,6c1c103f_f0f0_ea11_a2c4_00155d119619,Al-Khour Tower C,6c1c103f_f0f0_ea11_a2c4_00155d119619_inventory,Commercial,1,unknown,44400,44400,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: buy; Project: Al-Khour Tower C; Unit: Commercial; Budget: 44400-44400 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0161: buy inquiry for Al-Khour Tower C. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al-Khour%20Tower%20C&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al-Khour%20Tower%20C&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0162,2026-06-05T05:00:00.000Z,rent,eeb7dd4b_0ad1_e811_a2b8_00155d119707,AL-Khour Towers,eeb7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,unknown,unknown,195000,195000,AED,Ajman,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: AL-Khour Towers; Unit: Commercial; Budget: 195000-195000 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0162: rent inquiry for AL-Khour Towers. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=AL-Khour%20Towers&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=AL-Khour%20Towers&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
