lead_id,created_at,purpose,detected_purpose_confidence,property_type,unit_type,project_id,project_name,location,budget_min,budget_max,currency,timeline,name,phone,email,business_use,investment_objective,contact_status,lead_score,lead_grade,unknown_fields,lead_summary,sales_handoff_message,source_package,source_url
AQ-V2-L-0001,2026-06-24T11:00:00.000Z,Buy,0.80,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,268600,331800,AED,immediate,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 268600-331800; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0001: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 268600-331800. Timeline: immediate. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0030,2026-06-20T20:00:00.000Z,Rent,0.94,commercial,Commercial,a4b8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Show Room 2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,35,cold,name|phone|email|bathrooms|area|service_charges,Rent scenario for Al Jurf Show Room 2; property type commercial; unit Commercial; location unknown; budget unknown; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0030: Rent. Project: Al Jurf Show Room 2. Location: unknown. Budget: unknown. Timeline: unknown. Score: 35 (cold). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%202&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%202&pageNumber=1&pageSize=100
AQ-V2-L-0031,2026-06-20T17:00:00.000Z,Invest,0.80,commercial,Commercial,12b8dd4b_0ad1_e811_a2b8_00155d119707,Al Monaliza,unknown,12540,15180,AED,immediate,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Al Monaliza; property type commercial; unit Commercial; location unknown; budget AED 12540-15180; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0031: Invest. Project: Al Monaliza. Location: unknown. Budget: AED 12540-15180. Timeline: immediate. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Monaliza&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Monaliza&pageNumber=1&pageSize=100
AQ-V2-L-0032,2026-06-20T14:00:00.000Z,Commercial,0.82,commercial,Commercial,9cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Madina Tower,unknown,27000,32400,AED,30_days,unknown,unknown,unknown,retail,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Madina Tower; property type commercial; unit Commercial; location unknown; budget AED 27000-32400; timeline 30_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0032: Commercial. Project: Al Madina Tower. Location: unknown. Budget: AED 27000-32400. Timeline: 30_days. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Madina%20Tower&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Madina%20Tower&pageNumber=1&pageSize=100
AQ-V2-L-0033,2026-06-20T11:00:00.000Z,Buy,0.83,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,331800,395000,AED,60_90_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 331800-395000; timeline 60_90_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0033: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 331800-395000. Timeline: 60_90_days. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0034,2026-06-20T08:00:00.000Z,Rent,0.85,commercial,Villa,44b8dd4b_0ad1_e811_a2b8_00155d119707,Al Khor Villas & Shops,unknown,52800,62400,AED,3_6_months,unknown,unknown,unknown,unknown,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Al Khor Villas & Shops; property type commercial; unit Villa; location unknown; budget AED 52800-62400; timeline 3_6_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0034: Rent. Project: Al Khor Villas & Shops. Location: unknown. Budget: AED 52800-62400. Timeline: 3_6_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Khor%20Villas%20%26%20Shops&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Khor%20Villas%20%26%20Shops&pageNumber=1&pageSize=100
AQ-V2-L-0035,2026-06-20T05:00:00.000Z,Invest,0.86,commercial,Commercial,29eb4220_c77d_ec11_a2ca_00155d119619,Al Nakheel 2,Nakheel 2,15446,18132,AED,6_12_months,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Al Nakheel 2; property type commercial; unit Commercial; location Nakheel 2; budget AED 15446-18132; timeline 6_12_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0035: Invest. Project: Al Nakheel 2. Location: Nakheel 2. Budget: AED 15446-18132. Timeline: 6_12_months. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nakheel%202&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nakheel%202&pageNumber=1&pageSize=100
AQ-V2-L-0036,2026-06-20T02:00:00.000Z,Commercial,0.88,commercial,Commercial,94b8dd4b_0ad1_e811_a2b8_00155d119707,Al Maya Super market,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,35,cold,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Maya Super market; property type commercial; unit Commercial; location unknown; budget unknown; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0036: Commercial. Project: Al Maya Super market. Location: unknown. Budget: unknown. Timeline: unknown. Score: 35 (cold). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Maya%20Super%20market&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Maya%20Super%20market&pageNumber=1&pageSize=100
AQ-V2-L-0037,2026-06-19T23:00:00.000Z,Buy,0.89,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,284400,347600,AED,immediate,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 284400-347600; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0037: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 284400-347600. Timeline: immediate. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0038,2026-06-19T20:00:00.000Z,Rent,0.91,land,Land,52cf79ec_eb47_ea11_a2bc_00155d119619,Al Manama Land,unknown,unknown,unknown,unknown,30_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,45,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Al Manama Land; property type land; unit Land; location unknown; budget unknown; timeline 30_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0038: Rent. Project: Al Manama Land. Location: unknown. Budget: unknown. Timeline: 30_days. Score: 45 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20Land&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20Land&pageNumber=1&pageSize=100
AQ-V2-L-0039,2026-06-19T17:00:00.000Z,Invest,0.92,commercial,Commercial,f0d34484_309f_ee11_a2bf_00155d119841,Al Rumaila 1,Rumaila 1,15600,18720,AED,60_90_days,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Al Rumaila 1; property type commercial; unit Commercial; location Rumaila 1; budget AED 15600-18720; timeline 60_90_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0039: Invest. Project: Al Rumaila 1. Location: Rumaila 1. Budget: AED 15600-18720. Timeline: 60_90_days. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumaila%201&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumaila%201&pageNumber=1&pageSize=100
AQ-V2-L-0040,2026-06-19T14:00:00.000Z,Commercial,0.94,commercial,Commercial,fcb7dd4b_0ad1_e811_a2b8_00155d119707,Al Nakheel 1,Nakheel 1,21420,25500,AED,3_6_months,unknown,unknown,unknown,warehouse,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Nakheel 1; property type commercial; unit Commercial; location Nakheel 1; budget AED 21420-25500; timeline 3_6_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0040: Commercial. Project: Al Nakheel 1. Location: Nakheel 1. Budget: AED 21420-25500. Timeline: 3_6_months. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nakheel%201&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nakheel%201&pageNumber=1&pageSize=100
AQ-V2-L-0041,2026-06-19T11:00:00.000Z,Buy,0.80,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,347600,410800,AED,6_12_months,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 347600-410800; timeline 6_12_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0041: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 347600-410800. Timeline: 6_12_months. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0042,2026-06-19T08:00:00.000Z,Rent,0.82,commercial,Commercial,94b8dd4b_0ad1_e811_a2b8_00155d119707,Al Maya Super market,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,35,cold,name|phone|email|bathrooms|area|service_charges,Rent scenario for Al Maya Super market; property type commercial; unit Commercial; location unknown; budget unknown; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0042: Rent. Project: Al Maya Super market. Location: unknown. Budget: unknown. Timeline: unknown. Score: 35 (cold). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Maya%20Super%20market&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Maya%20Super%20market&pageNumber=1&pageSize=100
AQ-V2-L-0043,2026-06-19T05:00:00.000Z,Invest,0.83,commercial,Leasing,32b8dd4b_0ad1_e811_a2b8_00155d119707,Al Shahba,unknown,22950,28350,AED,immediate,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Al Shahba; property type commercial; unit Leasing; location unknown; budget AED 22950-28350; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0043: Invest. Project: Al Shahba. Location: unknown. Budget: AED 22950-28350. Timeline: immediate. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Shahba&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Shahba&pageNumber=1&pageSize=100
AQ-V2-L-0044,2026-06-19T02:00:00.000Z,Commercial,0.85,commercial,Commercial,9eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Ofoq Tower,unknown,29160,35640,AED,30_days,unknown,unknown,unknown,retail,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Ofoq Tower; property type commercial; unit Commercial; location unknown; budget AED 29160-35640; timeline 30_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0044: Commercial. Project: Al Ofoq Tower. Location: unknown. Budget: AED 29160-35640. Timeline: 30_days. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Ofoq%20Tower&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Ofoq%20Tower&pageNumber=1&pageSize=100
AQ-V2-L-0045,2026-06-18T23:00:00.000Z,Buy,0.86,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,300200,363400,AED,60_90_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 300200-363400; timeline 60_90_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0045: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 300200-363400. Timeline: 60_90_days. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0046,2026-06-18T20:00:00.000Z,Rent,0.88,commercial,Commercial,fcb7dd4b_0ad1_e811_a2b8_00155d119707,Al Nakheel 1,Nakheel 1,20400,24480,AED,3_6_months,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Al Nakheel 1; property type commercial; unit Commercial; location Nakheel 1; budget AED 20400-24480; timeline 3_6_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0046: Rent. Project: Al Nakheel 1. Location: Nakheel 1. Budget: AED 20400-24480. Timeline: 3_6_months. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nakheel%201&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nakheel%201&pageNumber=1&pageSize=100
AQ-V2-L-0047,2026-06-18T17:00:00.000Z,Invest,0.89,commercial,Commercial,0eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Suwan,unknown,30240,36000,AED,6_12_months,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Al Suwan; property type commercial; unit Commercial; location unknown; budget AED 30240-36000; timeline 6_12_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0047: Invest. Project: Al Suwan. Location: unknown. Budget: AED 30240-36000. Timeline: 6_12_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Suwan&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Suwan&pageNumber=1&pageSize=100
AQ-V2-L-0048,2026-06-18T14:00:00.000Z,Commercial,0.91,commercial,Commercial,18b8dd4b_0ad1_e811_a2b8_00155d119707,Al Rumailah,Rumaila 1,23760,28080,AED,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Rumailah; property type commercial; unit Commercial; location Rumaila 1; budget AED 23760-28080; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0048: Commercial. Project: Al Rumailah. Location: Rumaila 1. Budget: AED 23760-28080. Timeline: unknown. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumailah&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumailah&pageNumber=1&pageSize=100
AQ-V2-L-0049,2026-06-18T11:00:00.000Z,Buy,0.92,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,363400,426600,AED,immediate,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 363400-426600; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0049: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 363400-426600. Timeline: immediate. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0050,2026-06-18T08:00:00.000Z,Rent,0.94,commercial,Commercial,9eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Ofoq Tower,unknown,27540,34020,AED,30_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Al Ofoq Tower; property type commercial; unit Commercial; location unknown; budget AED 27540-34020; timeline 30_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0050: Rent. Project: Al Ofoq Tower. Location: unknown. Budget: AED 27540-34020. Timeline: 30_days. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Ofoq%20Tower&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Ofoq%20Tower&pageNumber=1&pageSize=100
AQ-V2-L-0051,2026-06-18T05:00:00.000Z,Invest,0.80,commercial,Commercial,acb8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 3,unknown,30240,36960,AED,60_90_days,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Al Thuraya 3; property type commercial; unit Commercial; location unknown; budget AED 30240-36960; timeline 60_90_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0051: Invest. Project: Al Thuraya 3. Location: unknown. Budget: AED 30240-36960. Timeline: 60_90_days. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%203&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%203&pageNumber=1&pageSize=100
AQ-V2-L-0052,2026-06-18T02:00:00.000Z,Commercial,0.82,commercial,Commercial,90b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikh Humaid Building (Abu-Dhabi),unknown,35910,43470,AED,3_6_months,unknown,unknown,unknown,warehouse,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Sheikh Humaid Building (Abu-Dhabi); property type commercial; unit Commercial; location unknown; budget AED 35910-43470; timeline 3_6_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0052: Commercial. Project: Al Sheikh Humaid Building (Abu-Dhabi). Location: unknown. Budget: AED 35910-43470. Timeline: 3_6_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sheikh%20Humaid%20Building%20(Abu-Dhabi)&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sheikh%20Humaid%20Building%20(Abu-Dhabi)&pageNumber=1&pageSize=100
